date,close
2012-05-28,62.29
2012-05-29,62.65
2012-05-30,62.21
2012-05-31,62.25
2012-06-01,62.02
2012-06-04,64.94
2012-06-05,64.04
2012-06-06,63.84
2012-06-07,61.83
2012-06-08,60.97
2012-06-11,61.58
2012-06-12,60.65
2012-06-13,61.38
2012-06-14,61.74
2012-06-15,61.11
2012-06-18,63.03
2012-06-19,65.79
2012-06-20,63.25
2012-06-21,66.83
2012-06-22,68.63
2012-06-25,68.96
2012-06-26,70.94
2012-06-27,71.44
2012-06-28,73.59
2012-06-29,73.31
2012-07-02,72.4
2012-07-03,75.18
2012-07-04,73.55
2012-07-05,73.86
2012-07-06,76.11
2012-07-09,74.49
2012-07-10,73.08
2012-07-11,70.04
2012-07-12,68.99
2012-07-13,68.34
2012-07-16,66.01
2012-07-17,68.44
2012-07-18,67.77
2012-07-19,68.78
2012-07-20,68.0
2012-07-23,68.67
2012-07-24,68.66
2012-07-25,67.07
2012-07-26,64.63
2012-07-27,65.04
2012-07-30,67.66
2012-07-31,68.59
2012-08-01,68.95
2012-08-02,69.79
2012-08-03,68.35
2012-08-06,69.24
2012-08-07,68.13
2012-08-08,69.6
2012-08-09,71.41
2012-08-10,70.95
2012-08-13,69.86
2012-08-14,69.7
2012-08-15,68.69
2012-08-16,68.55
2012-08-17,68.23
2012-08-20,71.93
2012-08-21,70.39
2012-08-22,68.15
2012-08-23,66.58
2012-08-24,64.35
2012-08-27,63.23
2012-08-28,64.8
2012-08-29,63.45
2012-08-30,64.48
2012-08-31,65.11
2012-09-03,64.54
2012-09-04,65.23
2012-09-05,65.46
2012-09-06,67.86
2012-09-07,66.48
2012-09-10,65.59
2012-09-11,65.12
2012-09-12,64.1
2012-09-13,65.83
2012-09-14,64.72
2012-09-17,65.8
2012-09-18,65.8
2012-09-19,64.79
2012-09-20,67.14
2012-09-21,66.74
2012-09-24,66.93
2012-09-25,68.31
2012-09-26,68.37
2012-09-27,68.04
2012-09-28,67.55
2012-10-01,67.36
2012-10-02,67.88
2012-10-03,67.3
2012-10-04,65.11
2012-10-05,66.57
2012-10-08,66.97
2012-10-09,67.29
2012-10-10,67.99
2012-10-11,69.1
2012-10-12,70.6
2012-10-15,69.84
2012-10-16,68.51
2012-10-17,67.11
2012-10-18,67.57
2012-10-19,68.43
2012-10-22,68.2
2012-10-23,69.11
2012-10-24,70.78
2012-10-25,71.91
2012-10-26,71.3
2012-10-29,72.31
2012-10-30,72.09
2012-10-31,72.69
2012-11-01,74.23
2012-11-02,76.03
2012-11-05,78.07
2012-11-06,77.57
2012-11-07,78.87
2012-11-08,80.24
2012-11-09,80.37
2012-11-12,78.77
2012-11-13,79.87
2012-11-14,80.04
2012-11-15,83.19
2012-11-16,84.31
2012-11-19,83.8
2012-11-20,82.93
2012-11-21,85.19
2012-11-22,85.41
2012-11-23,83.73
2012-11-26,84.73
2012-11-27,83.64
2012-11-28,81.93
2012-11-29,81.78
2012-11-30,81.93
2012-12-03,81.3
2012-12-04,80.48
2012-12-05,79.81
2012-12-06,80.31
2012-12-07,77.04
2012-12-10,75.46
2012-12-11,78.65
2012-12-12,78.44
2012-12-13,77.67
2012-12-14,77.36
2012-12-17,79.26
2012-12-18,80.03
2012-12-19,78.81
2012-12-20,78.33
2012-12-21,76.71
2012-12-24,76.5
2012-12-25,78.33
2012-12-26,77.9
2012-12-27,78.24
2012-12-28,75.13
2012-12-31,77.49
2013-01-01,79.34
2013-01-02,80.18
2013-01-03,77.51
2013-01-04,75.32
2013-01-07,72.94
2013-01-08,72.01
2013-01-09,72.56
2013-01-10,71.36
2013-01-11,72.01
2013-01-14,70.42
2013-01-15,71.44
2013-01-16,73.01
2013-01-17,70.61
2013-01-18,69.98
2013-01-21,73.45
2013-01-22,71.85
2013-01-23,73.45
2013-01-24,74.09
2013-01-25,72.81
2013-01-28,73.88
2013-01-29,71.8
2013-01-30,72.95
2013-01-31,72.9
2013-02-01,73.0
2013-02-04,73.99
2013-02-05,74.96
2013-02-06,74.09
2013-02-07,73.11
2013-02-08,72.16
2013-02-11,69.24
2013-02-12,70.12
2013-02-13,70.61
2013-02-14,71.55
2013-02-15,70.07
2013-02-18,71.11
2013-02-19,72.63
2013-02-20,71.97
2013-02-21,72.02
2013-02-22,72.06
2013-02-25,72.4
2013-02-26,72.12
2013-02-27,71.75
2013-02-28,74.24
2013-03-01,73.83
2013-03-04,71.9
2013-03-05,72.94
2013-03-06,72.75
2013-03-07,74.55
2013-03-08,72.34
2013-03-11,75.86
2013-03-12,75.06
2013-03-13,77.12
2013-03-14,76.22
2013-03-15,73.98
2013-03-18,76.0
2013-03-19,74.29
2013-03-20,77.33
2013-03-21,76.4
2013-03-22,78.0
2013-03-25,77.38
2013-03-26,76.63
2013-03-27,79.13
2013-03-28,80.7
2013-03-29,81.86
2013-04-01,83.11
2013-04-02,84.46
2013-04-03,85.49
2013-04-04,82.82
2013-04-05,80.84
2013-04-08,81.91
2013-04-09,83.76
2013-04-10,80.95
2013-04-11,82.73
2013-04-12,86.16
2013-04-15,89.13
2013-04-16,85.15
2013-04-17,82.86
2013-04-18,82.7
2013-04-19,84.44
2013-04-22,87.62
2013-04-23,87.78
2013-04-24,88.91
2013-04-25,89.96
2013-04-26,88.99
2013-04-29,89.09
2013-04-30,90.39
2013-05-01,90.31
2013-05-02,90.14
2013-05-03,85.6
2013-05-06,82.2
2013-05-07,83.29
2013-05-08,84.16
2013-05-09,85.08
2013-05-10,82.55
2013-05-13,79.26
2013-05-14,79.44
2013-05-15,78.29
2013-05-16,78.56
2013-05-17,77.25
2013-05-20,76.78
2013-05-21,76.75
2013-05-22,77.28
2013-05-23,74.35
2013-05-24,71.1
2013-05-27,70.55
2013-05-28,71.42
2013-05-29,71.6
2013-05-30,70.71
2013-05-31,71.55
2013-06-03,71.41
2013-06-04,69.92
2013-06-05,72.56
2013-06-06,70.35
2013-06-07,70.23
2013-06-10,70.72
2013-06-11,71.64
2013-06-12,71.74
2013-06-13,70.97
2013-06-14,69.65
2013-06-17,69.3
2013-06-18,69.41
2013-06-19,70.84
2013-06-20,71.22
2013-06-21,71.02
2013-06-24,70.1
2013-06-25,70.37
2013-06-26,69.71
2013-06-27,71.13
2013-06-28,69.32
2013-07-01,70.05
2013-07-02,70.53
2013-07-03,71.48
2013-07-04,72.88
2013-07-05,70.96
2013-07-08,70.32
2013-07-09,70.69
2013-07-10,72.09
2013-07-11,70.77
2013-07-12,70.91
2013-07-15,71.65
2013-07-16,68.85
2013-07-17,67.57
2013-07-18,70.19
2013-07-19,69.31
2013-07-22,72.03
2013-07-23,72.47
2013-07-24,73.94
2013-07-25,75.33
2013-07-26,74.05
2013-07-29,74.08
2013-07-30,74.19
2013-07-31,75.66
2013-08-01,74.48
2013-08-02,75.6
2013-08-05,74.43
2013-08-06,74.32
2013-08-07,76.84
2013-08-08,77.76
2013-08-09,78.83
2013-08-12,76.27
2013-08-13,75.83
2013-08-14,78.03
2013-08-15,77.31
2013-08-16,77.35
2013-08-19,74.91
2013-08-20,75.22
2013-08-21,74.3
2013-08-22,73.72
2013-08-23,75.52
2013-08-26,75.19
2013-08-27,75.51
2013-08-28,78.46
2013-08-29,79.47
2013-08-30,78.89
2013-09-02,77.96
2013-09-03,76.7
2013-09-04,75.06
2013-09-05,75.67
2013-09-06,76.06
2013-09-09,75.82
2013-09-10,75.76
2013-09-11,76.84
2013-09-12,76.2
2013-09-13,75.27
2013-09-16,74.51
2013-09-17,72.36
2013-09-18,71.18
2013-09-19,69.91
2013-09-20,71.82
2013-09-23,69.78
2013-09-24,70.23
2013-09-25,71.39
2013-09-26,69.6
2013-09-27,72.03
2013-09-30,70.97
2013-10-01,73.06
2013-10-02,73.87
2013-10-03,71.6
2013-10-04,72.04
2013-10-07,74.08
2013-10-08,73.43
2013-10-09,71.26
2013-10-10,70.83
2013-10-11,72.47
2013-10-14,72.79
2013-10-15,70.2
2013-10-16,69.06
2013-10-17,67.92
2013-10-18,67.03
2013-10-21,68.43
2013-10-22,69.94
2013-10-23,72.93
2013-10-24,73.98
2013-10-25,73.93
2013-10-28,74.74
2013-10-29,75.71
2013-10-30,76.41
2013-10-31,75.48
2013-11-01,74.35
2013-11-04,72.21
2013-11-05,73.11
2013-11-06,72.75
2013-11-07,71.42
2013-11-08,72.95
2013-11-11,72.19
2013-11-12,73.1
2013-11-13,72.54
2013-11-14,75.46
2013-11-15,75.25
2013-11-18,75.39
2013-11-19,75.87
2013-11-20,77.87
2013-11-21,77.61
2013-11-22,75.64
2013-11-25,75.64
2013-11-26,74.46
2013-11-27,73.41
2013-11-28,71.71
2013-11-29,74.13
2013-12-02,74.96
2013-12-03,72.08
2013-12-04,71.0
2013-12-05,70.83
2013-12-06,70.82
2013-12-09,72.66
2013-12-10,72.01
2013-12-11,71.78
2013-12-12,69.9
2013-12-13,69.81
2013-12-16,68.62
2013-12-17,71.38
2013-12-18,70.02
2013-12-19,68.56
2013-12-20,67.24
2013-12-23,66.73
2013-12-24,66.41
2013-12-25,67.46
2013-12-26,67.38
2013-12-27,68.68
2013-12-30,70.17
2013-12-31,68.88
2014-01-01,68.53
2014-01-02,67.88
2014-01-03,68.79
2014-01-06,70.32
2014-01-07,69.77
2014-01-08,71.58
2014-01-09,71.36
2014-01-10,72.89
2014-01-13,71.1
2014-01-14,71.03
2014-01-15,73.23
2014-01-16,74.11
2014-01-17,77.06
2014-01-20,77.28
2014-01-21,75.39
2014-01-22,73.97
2014-01-23,73.86
2014-01-24,73.2
2014-01-27,72.65
2014-01-28,71.94
2014-01-29,73.37
2014-01-30,74.38
2014-01-31,74.87
2014-02-03,75.78
2014-02-04,75.76
2014-02-05,76.52
2014-02-06,75.03
2014-02-07,76.01
2014-02-10,74.41
2014-02-11,74.76
2014-02-12,75.4
2014-02-13,76.48
2014-02-14,76.54
2014-02-17,78.29
2014-02-18,78.4
2014-02-19,75.02
2014-02-20,75.45
2014-02-21,74.01
2014-02-24,73.26
2014-02-25,73.82
2014-02-26,75.31
2014-02-27,77.78
2014-02-28,82.13
2014-03-03,80.93
2014-03-04,81.44
2014-03-05,79.34
2014-03-06,80.76
2014-03-07,83.7
2014-03-10,86.09
2014-03-11,85.67
2014-03-12,86.75
2014-03-13,85.34
2014-03-14,86.5
2014-03-17,88.06
2014-03-18,86.47
2014-03-19,87.76
2014-03-20,86.74
2014-03-21,89.12
2014-03-24,91.96
2014-03-25,92.34
2014-03-26,92.24
2014-03-27,94.34
2014-03-28,94.91
2014-03-31,94.74
2014-04-01,94.88
2014-04-02,96.77
2014-04-03,94.7
2014-04-04,92.98
2014-04-07,93.68
2014-04-08,93.19
2014-04-09,91.44
2014-04-10,92.47
2014-04-11,93.09
2014-04-14,93.78
2014-04-15,91.98
2014-04-16,88.5
2014-04-17,88.12
2014-04-18,86.36
2014-04-21,87.13
2014-04-22,87.25
2014-04-23,87.16
2014-04-24,84.08
2014-04-25,85.47
2014-04-28,87.28
2014-04-29,85.68
2014-04-30,86.03
2014-05-01,86.28
2014-05-02,86.95
2014-05-05,84.02
2014-05-06,84.39
2014-05-07,80.71
2014-05-08,80.02
2014-05-09,79.14
2014-05-12,80.65
2014-05-13,81.96
2014-05-14,81.41
2014-05-15,80.78
2014-05-16,81.52
2014-05-19,82.79
2014-05-20,83.81
2014-05-21,84.18
2014-05-22,84.45
2014-05-23,82.73
2014-05-26,81.71
2014-05-27,81.29
2014-05-28,83.06
2014-05-29,80.43
2014-05-30,78.45
2014-06-02,78.33
2014-06-03,79.91
2014-06-04,81.23
2014-06-05,81.07
2014-06-06,80.23
2014-06-09,79.34
2014-06-10,78.64
2014-06-11,77.13
2014-06-12,77.16
2014-06-13,76.76
2014-06-16,75.71
2014-06-17,74.35
2014-06-18,72.6
2014-06-19,71.94
2014-06-20,70.99
2014-06-23,71.03
2014-06-24,69.12
2014-06-25,69.74
2014-06-26,70.86
2014-06-27,70.27
2014-06-30,71.32
2014-07-01,69.65
2014-07-02,70.96
2014-07-03,71.91
2014-07-04,71.61
2014-07-07,70.67
2014-07-08,70.37
2014-07-09,71.79
2014-07-10,72.88
2014-07-11,71.28
2014-07-14,71.25
2014-07-15,70.2
2014-07-16,72.34
2014-07-17,74.13
2014-07-18,73.26
2014-07-21,71.0
2014-07-22,71.06
2014-07-23,70.39
2014-07-24,72.1
2014-07-25,69.8
2014-07-28,70.53
2014-07-29,72.8
2014-07-30,71.0
2014-07-31,70.92
2014-08-01,69.71
2014-08-04,69.46
2014-08-05,68.67
2014-08-06,67.47
2014-08-07,66.68
2014-08-08,68.71
2014-08-11,68.27
2014-08-12,71.74
2014-08-13,72.2
2014-08-14,71.72
2014-08-15,72.9
2014-08-18,74.73
2014-08-19,75.26
2014-08-20,74.17
2014-08-21,74.65
2014-08-22,73.72
2014-08-25,73.21
2014-08-26,70.23
2014-08-27,71.74
2014-08-28,70.92
2014-08-29,70.19
2014-09-01,71.66
2014-09-02,72.06
2014-09-03,69.13
2014-09-04,67.89
2014-09-05,67.51
2014-09-08,67.44
2014-09-09,69.16
2014-09-10,68.12
2014-09-11,67.39
2014-09-12,67.29
2014-09-15,67.57
2014-09-16,68.27
2014-09-17,70.54
2014-09-18,71.14
2014-09-19,71.76
2014-09-22,71.89
2014-09-23,72.69
2014-09-24,75.77
2014-09-25,78.07
2014-09-26,80.23
2014-09-29,77.88
2014-09-30,75.6
2014-10-01,74.61
2014-10-02,75.36
2014-10-03,75.31
2014-10-06,77.06
2014-10-07,75.55
2014-10-08,76.7
2014-10-09,75.29
2014-10-10,75.26
2014-10-13,76.84
2014-10-14,75.88
2014-10-15,76.87
2014-10-16,77.67
2014-10-17,78.04
2014-10-20,78.08
2014-10-21,79.99
2014-10-22,79.93
2014-10-23,80.38
2014-10-24,79.4
2014-10-27,79.01
2014-10-28,77.28
2014-10-29,76.55
2014-10-30,76.68
2014-10-31,75.79
2014-11-03,75.5
2014-11-04,78.95
2014-11-05,79.78
2014-11-06,81.82
2014-11-07,81.15
2014-11-10,82.64
2014-11-11,82.41
2014-11-12,81.12
2014-11-13,77.7
2014-11-14,77.21
2014-11-17,81.28
